state,county,agegrp,tot_pop,tot_male,tot_female,wac_male,wac_female,bac_male,bac_female,h_male,h_female
26,7,16,1258,583,675,579,668,1,1,2,4
26,7,17,859,386,473,382,472,1,1,4,4
26,7,18,889,299,590,299,582,0,3,3,7
26,9,0,23324,11604,11720,11359,11465,104,105,298,287
26,9,1,974,480,494,458,468,12,13,40,38
26,9,2,1085,573,512,543,493,12,15,42,29
26,9,3,1232,632,600,619,589,12,8,18,26
26,9,4,1239,611,628,597,616,12,9,23,19
26,9,5,1031,541,490,527,475,9,9,16,18
26,9,6,1094,597,497,576,486,14,3,23,16
26,9,7,1063,525,538,512,517,6,6,18,19
26,9,8,1107,551,556,539,540,6,5,24,19
26,9,9,1075,567,508,556,496,5,3,19,19
26,9,10,1181,589,592,573,574,1,5,7,10
26,9,11,1537,732,805,717,783,6,7,16,12
26,9,12,1969,974,995,960,975,1,9,12,16
26,9,13,2201,1059,1142,1044,1130,3,3,13,13
26,9,14,2086,1059,1027,1040,1014,3,3,11,9
26,9,15,1693,824,869,819,859,1,1,10,6
26,9,16,1284,665,619,657,613,0,1,3,7
26,9,17,767,363,404,361,402,1,2,3,5
26,9,18,706,262,444,261,435,0,3,0,6
26,11,0,14883,7494,7389,7330,7206,83,87,154,149
26,11,1,685,334,351,328,337,7,12,13,19
26,11,2,732,382,350,371,335,14,17,12,17
26,11,3,767,390,377,379,367,6,6,10,6
26,11,4,758,391,367,375,350,9,8,12,12
26,11,5,653,344,309,329,300,10,7,15,13
26,11,6,774,412,362,395,351,4,11,15,7
26,11,7,715,350,365,342,356,3,5,9,8
26,11,8,767,371,396,362,382,2,6,12,12
26,11,9,735,376,359,366,352,5,2,10,4
26,11,10,809,434,375,420,370,8,2,13,6
26,11,11,912,446,466,434,449,6,1,6,8
26,11,12,1314,640,674,629,657,4,4,6,7
26,11,13,1422,742,680,739,669,1,2,5,10
26,11,14,1314,672,642,665,631,1,2,5,9
26,11,15,1008,497,511,494,506,2,1,5,3
26,11,16,693,341,352,337,347,0,0,1,2
26,11,17,444,217,227,214,225,1,1,4,5
26,11,18,381,155,226,151,222,0,0,1,1
26,13,0,8209,4522,3687,3279,3049,673,60,75,61
26,13,1,321,155,166,107,122,7,5,6,3
26,13,2,384,186,198,125,155,2,9,12,6
26,13,3,429,226,203,166,164,6,4,7,2
26,13,4,442,236,206,179,159,22,8,6,9
26,13,5,501,308,193,174,135,95,5,7,10
26,13,6,530,367,163,193,118,142,3,5,1
26,13,7,454,311,143,170,113,120,2,7,1
26,13,8,494,318,176,174,138,103,6,9,2
26,13,9,466,286,180,191,144,58,2,5,2
26,13,10,499,264,235,175,194,54,2,3,8
26,13,11,572,298,274,229,220,34,1,2,5
26,13,12,621,331,290,264,243,21,2,2,5
26,13,13,629,330,299,283,261,3,4,4,3
26,13,14,619,306,313,290,289,3,3,0,2
26,13,15,455,232,223,218,208,1,1,0,1
26,13,16,370,195,175,182,154,0,0,0,0
26,13,17,208,92,116,81,106,2,1,0,1
26,13,18,215,81,134,78,126,0,2,0,0
26,15,0,61550,31039,30511,30438,29946,433,364,983,950
26,15,1,3374,1740,1634,1711,1608,47,46,67,75
26,15,2,3747,1905,1842,1862,1808,43,45,93,97
26,15,3,3896,2006,1890,1962,1844,51,57,114,89
26,15,4,3881,2028,1853,1976,1796,46,52,106,99
26,15,5,3281,1750,1531,1705,1494,47,30,87,91
26,15,6,3642,1838,1804,1786,1774,30,21,67,64
26,15,7,3549,1795,1754,1723,1710,29,19,61,66
26,15,8,3589,1834,1755,1805,1719,17,17,70,62
26,15,9,3389,1717,1672,1683,1632,21,12,68,55
26,15,10,3740,1896,1844,1845,1809,27,9,79,60
26,15,11,4142,2118,2024,2094,1993,17,10,51,51
26,15,12,4986,2511,2475,2475,2444,18,11,36,41
26,15,13,4698,2379,2319,2351,2285,14,8,17,29
26,15,14,3934,1977,1957,1944,1920,15,11,29,26
26,15,15,3115,1526,1589,1513,1571,4,4,15,18
26,15,16,2114,1024,1090,1015,1074,3,7,11,14
26,15,17,1327,607,720,601,715,4,4,6,6
26,15,18,1146,388,758,387,750,0,1,6,7
26,17,0,103126,50627,52499,48925,50913,1706,1538,2831,2849
26,17,1,5119,2550,2569,2430,2451,186,189,213,223
26,17,2,5418,2810,2608,2700,2496,186,174,276,270
26,17,3,6157,3176,2981,3064,2871,215,201,322,319
26,17,4,5928,3081,2847,2978,2741,164,176,252,259
26,17,5,5779,2939,2840,2832,2708,138,164,249,254
26,17,6,6755,3455,3300,3289,3153,158,142,223,214
26,17,7,5997,3066,2931,2913,2814,119,93,214,193
26,17,8,5942,2963,2979,2833,2905,99,58,208,185
26,17,9,5802,2931,2871,2824,2789,80,55,168,170
26,17,10,6186,3062,3124,2945,3025,81,51,144,160
26,17,11,6704,3402,3302,3289,3209,74,46,117,122
26,17,12,7734,3709,4025,3603,3939,65,57,98,122
26,17,13,7963,3846,4117,3769,4010,44,53,121,105
26,17,14,6896,3291,3605,3233,3543,28,25,85,100
26,17,15,5500,2605,2895,2557,2838,28,15,64,58
26,17,16,3940,1778,2162,1740,2119,21,15,32,41
26,17,17,2603,1129,1474,1104,1455,18,12,18,24
26,17,18,2703,834,1869,822,1847,2,12,27,30
26,19,0,17766,8864,8902,8603,8661,120,94,230,218
26,19,1,800,424,376,409,366,14,10,18,13
26,19,2,844,443,401,424,393,9,5,29,26
26,19,3,910,455,455,441,440,12,9,21,22
26,19,4,913,478,435,457,417,9,11,19,8
26,19,5,783,402,381,389,364,13,12,22,19
26,19,6,883,464,419,435,406,19,5,13,19
26,19,7,909,453,456,444,434,4,12,24,15
26,19,8,960,505,455,493,448,5,6,12,17
26,19,9,857,414,443,400,428,6,4,5,11
26,19,10,961,470,491,451,473,6,3,15,13
26,19,11,1068,528,540,503,528,9,0,5,10
26,19,12,1473,701,772,675,747,6,4,11,11
26,19,13,1617,811,806,801,790,2,4,6,7
26,19,14,1478,734,744,720,728,1,2,10,9
26,19,15,1294,646,648,640,639,2,1,8,7
26,19,16,905,442,463,433,457,1,0,2,5
26,19,17,579,267,312,265,307,2,2,4,2
26,19,18,532,227,305,223,296,0,4,6,4
26,21,0,153401,75042,78359,61983,63981,11861,13164,4542,4287
26,21,1,8672,4409,4263,3327,3241,1110,1064,463,445
26,21,2,9254,4721,4533,3657,3412,1135,1146,524,467
26,21,3,9475,4842,4633,3793,3600,1096,1109,459,441
26,21,4,9367,4810,4557,3773,3486,1033,1038,417,374
26,21,5,8708,4383,4325,3345,3239,974,988,350,376
26,21,6,9347,4793,4554,3636,3483,1006,959,352,322
26,21,7,8718,4321,4397,3488,3522,671,779,332,330
26,21,8,9021,4407,4614,3632,3657,585,816,335,342
26,21,9,8521,4310,4211,3459,3379,698,699,298,235
26,21,10,9067,4514,4553,3755,3687,607,715,260,227
26,21,11,9718,4743,4975,4063,4110,578,733,229,175
26,21,12,11249,5519,5730,4808,4906,607,698,170,164
26,21,13,11162,5377,5785,4731,4942,576,741,108,136
26,21,14,9935,4704,5231,4169,4573,472,581,93,78
26,21,15,7785,3565,4220,3196,3753,308,401,55,68
26,21,16,5639,2571,3068,2368,2748,176,271,45,30
26,21,17,3822,1626,2196,1467,1960,137,211,28,38
26,21,18,3941,1427,2514,1316,2283,92,215,24,39
26,23,0,43517,22524,20993,21298,20600,1064,232,1196,1008
26,23,1,2637,1335,1302,1276,1274,55,33,123,121
26,23,2,2686,1362,1324,1345,1293,27,36,103,124
26,23,3,2948,1482,1466,1450,1431,38,27,133,123
26,23,4,2679,1411,1268,1367,1247,48,20,112,123
26,23,5,2370,1295,1075,1208,1048,70,28,93,78
26,23,6,2679,1474,1205,1351,1177,108,11,94,66
26,23,7,2468,1323,1145,1195,1116,113,12,76,70
26,23,8,2736,1528,1208,1400,1166,116,15,99,62
26,23,9,2468,1369,1099,1231,1068,124,9,115,66
26,23,10,2708,1506,1202,1378,1186,112,7,70,51
26,23,11,2669,1454,1215,1317,1185,103,7,66,38
26,23,12,3179,1636,1543,1553,1520,65,7,41,30
26,23,13,3161,1596,1565,1544,1552,39,6,28,18
26,23,14,2640,1320,1320,1287,1306,24,2,23,14
26,23,15,2090,989,1101,976,1090,7,3,7,5
26,23,16,1556,713,843,696,836,12,5,3,5
26,23,17,1008,426,582,420,577,3,2,6,6
26,23,18,835,305,530,304,528,0,2,4,8
26,25,0,134159,65760,68399,55606,58138,9117,9106,3740,3605
26,25,1,8031,4165,3866,3325,3107,846,800,310,254
26,25,2,8426,4348,4078,3425,3340,959,786,344,382
26,25,3,8675,4425,4250,3672,3532,884,814,404,359
26,25,4,8817,4600,4217,3777,3538,890,737,400,346
26,25,5,8389,4228,4161,3526,3453,649,641,320,371
26,25,6,8848,4428,4420,3576,3558,722,698,302,314
26,25,7,7854,3803,4051,3148,3353,515,554,271,227
26,25,8,8107,4041,4066,3341,3337,497,527,299,255
26,25,9,7561,3720,3841,3160,3245,406,441,235,242
26,25,10,8183,4008,4175,3455,3586,433,470,219,201
26,25,11,8314,4135,4179,3594,3605,439,459,177,202
26,25,12,9387,4625,4762,4037,4154,482,497,133,133
26,25,13,9133,4380,4753,3861,4178,425,478,110,99
26,25,14,7901,3769,4132,3332,3690,372,376,77,93
26,25,15,6193,2903,3290,2591,2946,263,304,61,54
26,25,16,4254,1827,2427,1641,2153,155,232,42,31
26,25,17,2982,1258,1724,1139,1523,98,145,21,18
26,25,18,3104,1097,2007,1006,1840,82,147,15,24
26,27,0,51787,26021,25766,24046,23899,1952,1657,1167,947
26,27,1,2558,1333,1225,1245,1117,138,131,119,90
26,27,2,2874,1495,1379,1353,1276,169,113,138,143
26,27,3,3267,1705,1562,1586,1450,185,154,140,118
26,27,4,3160,1597,1563,1463,1435,183,156,107,87
26,27,5,2799,1484,1315,1323,1171,166,116,123,72
26,27,6,2747,1442,1305,1306,1204,125,103,71,81
26,27,7,2606,1341,1265,1207,1176,114,69,85,61
26,27,8,2912,1477,1435,1357,1334,119,79,86,58
26,27,9,2848,1422,1426,1303,1342,104,66,78,54
26,27,10,3267,1637,1630,1520,1496,86,101,53,42
26,27,11,3520,1737,1783,1622,1663,91,83,37,39
26,27,12,4069,2039,2030,1911,1893,105,100,35,23
26,27,13,4011,2017,1994,1888,1870,96,90,28,24
26,27,14,3740,1871,1869,1762,1770,80,66,23,22
26,27,15,3090,1492,1598,1404,1467,73,95,21,13
26,27,16,2135,1009,1126,945,1056,55,62,13,6
26,27,17,1189,567,622,526,581,36,36,3,3
26,27,18,995,356,639,325,598,27,37,7,11
26,29,0,26143,12929,13214,12543,12821,149,116,281,297
26,29,1,1140,561,579,539,546,14,10,26,34
26,29,2,1280,654,626,617,598,14,14,24,17
26,29,3,1453,721,732,690,713,15,11,28,26
26,29,4,1456,763,693,729,676,21,14,32,17
26,29,5,1315,662,653,638,619,15,11,22,21
26,29,6,1349,706,643,674,616,13,10,21,13
26,29,7,1292,657,635,638,610,6,6,20,27
26,29,8,1407,708,699,679,671,11,10,26,19
26,29,9,1300,661,639,631,621,13,6,22,25
26,29,10,1341,656,685,636,659,4,4,13,11
26,29,11,1689,855,834,828,815,5,5,14,7
26,29,12,2170,1077,1093,1051,1062,6,4,6,18
26,29,13,2382,1139,1243,1118,1215,5,6,5,22
26,29,14,2116,1012,1104,998,1094,2,0,7,33
26,29,15,1766,845,921,837,899,3,2,7,3
26,29,16,1256,625,631,618,613,2,1,4,3
26,29,17,710,338,372,335,366,0,1,1,0
26,29,18,721,289,432,287,428,0,1,3,1
26,31,0,25276,12616,12660,12069,12098,201,144,206,170
26,31,1,1045,522,523,494,493,12,18,15,10
26,31,2,1035,542,493,512,455,17,14,18,24
26,31,3,1182,621,561,591,531,16,11,17,5
26,31,4,1291,700,591,660,561,15,12,18,12
26,31,5,1195,636,559,584,520,31,12,20,14
26,31,6,1196,621,575,576,539,23,10,26,10
26,31,7,1160,591,569,556,542,14,7,19,16
26,31,8,1222,618,604,594,572,6,10,15,13
26,31,9,1250,609,641,577,606,18,9,8,12
26,31,10,1461,719,742,681,702,5,12,19,11
26,31,11,1722,880,842,841,808,8,11,7,11
26,31,12,1999,968,1031,934,989,6,5,1,7
26,31,13,2424,1163,1261,1125,1214,12,7,8,8
26,31,14,2341,1189,1152,1157,1111,7,2,6,7
26,31,15,1879,929,950,904,923,5,2,3,2
26,31,16,1297,620,677,606,659,4,2,4,3
26,31,17,838,398,440,393,434,2,0,0,2
26,31,18,739,290,449,284,439,0,0,2,3
26,33,0,37349,20705,16644,15020,13218,2638,262,384,359
26,33,1,1710,859,851,605,591,24,40,44,48
26,33,2,1872,941,931,698,690,28,27,27,42
26,33,3,1915,1013,902,708,619,30,25,13,29
26,33,4,2164,1139,1025,836,733,54,25,33,24
26,33,5,3323,1835,1488,1262,1111,279,35,39,36
26,33,6,2562,1634,928,989,675,420,17,33,28
26,33,7,2436,1609,827,980,649,441,10,46,25
26,33,8,2433,1551,882,935,694,409,14,30,28
26,33,9,2298,1418,880,884,673,360,11,29,13
26,33,10,2266,1394,872,960,686,242,6,30,21
26,33,11,2295,1310,985,953,815,170,14,20,18
26,33,12,2505,1329,1176,1055,959,94,9,18,18
26,33,13,2567,1303,1264,1108,1078,52,15,10,10
26,33,14,2229,1128,1101,1011,972,18,4,4,7
26,33,15,1789,896,893,807,767,9,2,2,7
26,33,16,1312,622,690,552,631,4,4,2,5
26,33,17,875,412,463,387,419,3,3,0,0
26,33,18,798,312,486,290,456,1,1,4,0
26,35,0,30950,15480,15470,15132,15191,243,156,325,326
26,35,1,1672,843,829,821,806,25,20,25,41
26,35,2,1642,844,798,818,777,24,21,38,32
26,35,3,1786,910,876,895,860,20,20,31,39
26,35,4,1606,845,761,814,741,27,21,24,26
26,35,5,1517,795,722,768,699,25,17,27,25
26,35,6,1704,847,857,829,845,18,6,18,28
26,35,7,1581,786,795,760,779,22,7,29,19
26,35,8,1514,778,736,761,721,9,3,17,26
26,35,9,1548,781,767,753,751,15,5,22,17
26,35,10,1780,904,876,873,862,16,9,26,9
26,35,11,2004,1005,999,980,984,15,4,13,12
26,35,12,2424,1191,1233,1175,1211,5,4,14,17
26,35,13,2704,1349,1355,1329,1337,8,4,9,9
26,35,14,2456,1188,1268,1167,1251,5,5,12,7
26,35,15,2017,994,1023,982,1010,2,3,11,10
26,35,16,1400,690,710,687,704,2,3,6,5
26,35,17,883,437,446,434,442,2,2,1,0
26,35,18,712,293,419,286,411,3,2,2,4
26,37,0,79595,39226,40369,37466,38590,1254,1202,1858,1819
26,37,1,4362,2226,2136,2134,2030,103,110,125,122
26,37,2,4817,2421,2396,2325,2288,109,115,178,165
26,37,3,5110,2566,2544,2458,2435,122,123,171,180
26,37,4,5019,2599,2420,2439,2289,132,114,187,182
26,37,5,4763,2410,2353,2178,2107,140,194,164,158
26,37,6,4991,2563,2428,2385,2272,119,113,136,135
26,37,7,4811,2348,2463,2238,2317,71,62,130,145
26,37,8,5007,2480,2527,2354,2385,70,60,135,138
26,37,9,4923,2452,2471,2344,2355,65,58,131,120
26,37,10,4926,2375,2551,2221,2445,96,46,117,96
26,37,11,5584,2742,2842,2642,2751,55,50,88,82
26,37,12,5849,2902,2947,2809,2845,54,63,88,84
26,37,13,5539,2720,2819,2643,2746,46,30,78,79
26,37,14,4675,2261,2414,2208,2368,28,22,46,51
26,37,15,3613,1709,1904,1686,1861,9,17,37,30
26,37,16,2500,1191,1309,1172,1289,15,9,17,25
26,37,17,1561,687,874,670,854,11,8,17,16
26,37,18,1545,574,971,560,953,9,8,13,11
26,39,0,14029,7162,6867,6974,6690,118,87,148,164
26,39,1,702,370,332,339,322,20,16,23,16
26,39,2,646,335,311,322,298,10,13,12,29
26,39,3,722,381,341,368,327,13,6,19,17
26,39,4,717,352,365,342,323,6,12,20,19
26,39,5,586,300,286,287,269,9,6,7,4
26,39,6,751,384,367,371,356,11,7,4,16
26,39,7,602,306,296,300,293,7,1,3,8
26,39,8,716,376,340,365,335,7,1,13,5
26,39,9,620,296,324,293,316,6,6,5,9
26,39,10,766,391,375,382,371,3,2,8,11
26,39,11,973,484,489,464,481,4,3,6,6
26,39,12,1302,656,646,640,634,5,4,10,6
26,39,13,1306,690,616,682,605,3,3,3,5
26,39,14,1167,619,548,610,540,3,3,3,6
26,39,15,927,476,451,465,446,8,2,0,3
26,39,16,692,355,337,355,336,0,1,6,2
26,39,17,446,213,233,211,232,3,0,1,0
26,39,18,388,178,210,178,206,0,1,5,2
26,41,0,35784,17774,18010,17095,17322,219,177,295,263
26,41,1,1785,909,876,843,822,31,23,42,25
26,41,2,1945,995,950,946,893,28,25,39,37
26,41,3,1955,1012,943,974,899,20,19,26,25
26,41,4,2038,1047,991,1000,936,23,28,22,26
26,41,5,1709,886,823,831,763,19,17,18,18
26,41,6,1843,927,916,886,870,14,11,23,11
26,41,7,1644,843,801,800,760,9,5,22,15
26,41,8,1971,997,974,948,923,13,9,27,25
26,41,9,1892,987,905,947,873,14,8,20,17
26,41,10,2012,1009,1003,972,961,8,3,9,12
26,41,11,2259,1138,1121,1090,1083,10,2,14,12
26,41,12,2779,1410,1369,1372,1332,7,3,10,13
26,41,13,3059,1489,1570,1441,1536,13,4,8,5
26,41,14,2937,1433,1504,1393,1481,2,2,2,6
26,41,15,2192,1076,1116,1062,1082,2,3,5,9
26,41,16,1487,703,784,691,768,1,3,4,2
26,41,17,1094,504,590,493,579,4,5,2,4
26,41,18,1183,409,774,406,761,1,7,2,1
26,43,0,25239,12694,12545,12385,12257,136,127,233,203
26,43,1,1296,666,630,634,604,17,15,19,28
26,43,2,1395,719,676,681,649,13,15,37,22
26,43,3,1450,768,682,746,671,11,9,28,17
26,43,4,1411,723,688,703,659,10,14,25,29
26,43,5,1305,726,579,694,561,13,13,26,17
26,43,6,1315,691,624,670,591,12,9,19,15
26,43,7,1327,689,638,663,612,14,9,20,12
26,43,8,1485,745,740,730,719,4,9,15,13
26,43,9,1233,622,611,605,596,10,7,10,12
26,43,10,1383,694,689,678,682,6,2,9,6
26,43,11,1653,854,799,843,786,5,5,6,8
26,43,12,2043,992,1051,979,1030,0,10,3,11
26,43,13,2189,1094,1095,1077,1075,10,6,6,2
26,43,14,1741,895,846,880,838,7,2,4,2
26,43,15,1419,701,718,699,714,3,1,3,4
26,43,16,998,459,539,453,536,1,1,1,2
26,43,17,687,310,377,309,376,0,0,1,0
26,43,18,909,346,563,341,558,0,0,1,3
26,45,0,110268,54192,56076,48429,50377,4631,4821,3121,3126
26,45,1,5821,3046,2775,2676,2459,368,330,195,194
26,45,2,6361,3243,3118,2863,2766,382,382,261,255
26,45,3,6363,3222,3141,2831,2797,403,399,269,267
26,45,4,6850,3539,3311,3094,2938,428,398,290,304
26,45,5,6854,3486,3368,2975,2840,415,430,292,296
26,45,6,7311,3777,3534,3235,3079,437,365,263,273
26,45,7,6950,3517,3433,3078,3001,297,293,279,258
26,45,8,6949,3468,3481,3014,3051,257,312,240,237
26,45,9,6284,3140,3144,2768,2805,266,263,204,210
26,45,10,6402,3128,3274,2830,2961,215,233,149,146
26,45,11,7176,3402,3774,3090,3390,232,289,151,135
26,45,12,7993,3849,4144,3546,3747,241,293,132,143
26,45,13,7920,3831,4089,3502,3757,246,272,137,150
26,45,14,6964,3344,3620,3084,3339,174,223,104,86
26,45,15,5618,2627,2991,2447,2779,135,177,76,68
26,45,16,3842,1749,2093,1653,2001,77,70,41,43
26,45,17,2361,994,1367,945,1312,39,40,21,29
26,45,18,2249,830,1419,798,1355,19,52,17,32
26,47,0,33415,16510,16905,15598,16007,257,196,307,300
26,47,1,1524,786,738,731,678,23,23,16,25
26,47,2,1677,856,821,800,758,25,19,27,22
26,47,3,1853,1009,844,943,801,20,15,25,19
26,47,4,1927,972,955,917,887,25,23,35,33
26,47,5,1842,973,869,903,791,23,23,35,33
26,47,6,1938,977,961,898,885,28,11,26,20
26,47,7,1837,933,904,877,845,11,9,17,23
26,47,8,1807,874,933,811,873,12,14,26,24
26,47,9,1850,886,964,823,909,21,12,21,24
26,47,10,1927,1017,910,960,861,12,10,20,18
26,47,11,2086,1018,1068,957,1002,20,13,15,10
26,47,12,2536,1242,1294,1178,1241,12,10,10,12
26,47,13,2817,1317,1500,1256,1449,7,6,10,14
26,47,14,2671,1293,1378,1249,1333,6,1,12,10
26,47,15,2009,992,1017,959,990,7,4,3,5
26,47,16,1360,663,697,645,684,4,1,7,0
26,47,17,866,408,458,403,440,1,1,0,7
26,47,18,888,294,594,288,580,0,1,2,1
26,49,0,405813,195701,210112,153912,161990,41759,47722,7148,7341
26,49,1,23786,12018,11768,8697,8481,3688,3658,504,493
26,49,2,24820,12737,12083,9348,8802,3737,3622,715,623
26,49,3,25776,13293,12483,9970,9287,3704,3530,764,727
26,49,4,25553,13195,12358,9988,9121,3415,3447,718,676
26,49,5,24735,12403,12332,9304,8891,3235,3538,639,671
26,49,6,27882,13684,14198,10215,10271,3515,3942,596,644
26,49,7,23120,11318,11802,8915,8923,2308,2773,517,527
26,49,8,23624,11289,12335,8948,9505,2174,2685,503,525
26,49,9,23197,11170,12027,9011,9353,2012,2505,400,499
26,49,10,25861,12336,13525,9854,10456,2294,2880,374,443
26,49,11,26385,12751,13634,10407,10812,2163,2616,348,357
26,49,12,29152,13800,15352,11358,12233,2275,2898,288,350
26,49,13,29001,13777,15224,11219,12090,2394,2930,279,253
26,49,14,23459,10898,12561,9000,10167,1724,2221,183,200
26,49,15,18743,8539,10204,7084,8288,1360,1774,141,131
26,49,16,13032,5791,7241,4886,6009,830,1120,75,91
26,49,17,8750,3549,5201,3028,4338,480,807,42,71
26,49,18,8937,3153,5784,2680,4963,451,776,62,60
26,51,0,25449,12857,12592,12637,12374,145,103,266,232
26,51,1,1353,672,681,658,667,16,21,23,20
26,51,2,1249,690,559,678,547,13,13,20,32
26,51,3,1319,701,618,689,605,11,9,24,15
26,51,4,1279,658,621,647,604,9,11,16,13
26,51,5,1085,567,518,557,507,9,7,12,17
26,51,6,1273,673,600,641,582,22,9,29,21
26,51,7,1150,582,568,569,558,9,4,21,14
26,51,8,1229,627,602,611,596,11,2,17,18
26,51,9,1193,614,579,602,572,8,4,11,6
26,51,10,1377,680,697,670,674,4,5,12,10
26,51,11,1698,858,840,843,830,7,5,19,18
26,51,12,2033,1052,981,1041,966,5,4,15,11
26,51,13,2304,1131,1173,1122,1159,5,3,12,8
26,51,14,2214,1057,1157,1036,1137,11,3,13,10
26,51,15,1822,937,885,928,871,2,2,9,6
26,51,16,1365,690,675,682,672,0,1,8,3
26,51,17,849,409,440,406,434,2,0,2,2
26,51,18,657,259,398,257,393,1,0,3,8
26,53,0,13975,7091,6884,6767,6561,94,75,137,114
26,53,1,613,314,299,287,274,12,11,5,12
26,53,2,626,324,302,286,278,6,11,13,12
26,53,3,695,352,343,320,315,9,5,13,10
26,53,4,671,357,314,333,290,6,9,14,11
26,53,5,646,352,294,323,276,13,5,16,8
26,53,6,665,362,303,341,286,8,3,17,7
26,53,7,661,323,338,307,325,10,5,8,10
26,53,8,715,378,337,358,309,6,3,8,10
26,53,9,636,336,300,320,282,3,3,8,2
26,53,10,744,375,369,358,346,5,4,14,8
26,53,11,910,465,445,447,414,3,6,6,4
26,53,12,1148,558,590,544,565,2,3,2,6
26,53,13,1247,650,597,633,586,5,1,5,2
26,53,14,1258,664,594,652,580,3,2,3,5
26,53,15,1011,543,468,534,460,2,1,3,1
26,53,16,681,338,343,329,338,0,2,1,0
26,53,17,466,200,266,198,263,0,0,0,2
26,53,18,582,200,382,197,374,1,1,1,4
26,55,0,93088,45499,47589,44047,46186,824,591,1420,1339
26,55,1,4787,2476,2311,2353,2234,89,73,176,145
26,55,2,5072,2619,2453,2529,2367,88,68,159,143
26,55,3,5379,2720,2659,2633,2571,84,64,126,138
26,55,4,5345,2738,2607,2617,2482,85,79,123,107
26,55,5,4930,2447,2483,2338,2366,65,69,109,114
26,55,6,5803,2997,2806,2878,2697,62,45,129,122
26,55,7,5776,2909,2867,2787,2760,74,29,112,83
26,55,8,5972,3001,2971,2887,2868,55,37,111,100
26,55,9,5227,2597,2630,2495,2521,54,23,109,83
26,55,10,5582,2719,2863,2609,2742,50,25,68,73
26,55,11,5658,2811,2847,2720,2768,34,24,50,66
26,55,12,6940,3311,3629,3233,3560,28,12,44,43
26,55,13,7291,3466,3825,3407,3757,21,24,39,45
26,55,14,6611,3212,3399,3156,3339,20,6,24,33
26,55,15,5075,2383,2692,2345,2649,8,8,18,14
26,55,16,3247,1437,1810,1417,1789,2,2,11,17
26,55,17,2056,867,1189,858,1175,4,1,11,7
26,55,18,2337,789,1548,785,1541,1,2,1,6
26,57,0,40711,21924,18787,19245,18384,2521,239,1414,1166
26,57,1,1979,1058,921,1015,890,44,31,125,128
26,57,2,2173,1097,1076,1059,1037,41,21,129,134
26,57,3,2294,1153,1141,1120,1095,33,28,146,115
26,57,4,2812,1448,1364,1348,1325,90,30,135,115
26,57,5,3171,1862,1309,1464,1266,386,28,103,101
26,57,6,2839,1775,1064,1342,1039,415,20,100,86
26,57,7,2551,1581,970,1217,948,352,9,112,75
26,57,8,2681,1572,1109,1229,1087,328,8,103,81
26,57,9,2533,1503,1030,1194,1006,291,17,103,56
26,57,10,2509,1453,1056,1205,1047,233,7,91,48
26,57,11,2616,1432,1184,1253,1158,160,9,67,43
26,57,12,2780,1451,1329,1351,1318,86,6,51,46
26,57,13,2535,1329,1206,1283,1190,35,6,53,39
26,57,14,2170,1006,1164,986,1147,15,4,39,29
26,57,15,1790,866,924,850,914,9,3,17,26
26,57,16,1305,582,723,576,712,2,8,12,23
26,57,17,856,363,493,361,488,1,1,14,5
26,57,18,1117,393,724,392,717,0,3,14,16
26,59,0,45605,22750,22855,22330,22410,313,281,577,528
26,59,1,2581,1333,1248,1305,1225,45,34,34,58
26,59,2,2632,1322,1310,1295,1289,24,41,62,48
26,59,3,2806,1467,1339,1446,1307,34,36,68,57
26,59,4,3165,1601,1564,1545,1509,46,44,70,50
26,59,5,2874,1457,1417,1434,1372,20,28,52,53
26,59,6,2543,1315,1228,1282,1191,21,14,51,21
26,59,7,2307,1181,1126,1149,1111,21,9,32,36
26,59,8,2469,1218,1251,1200,1226,7,6,34,33
26,59,9,2419,1192,1227,1176,1198,14,12,36,30
26,59,10,2758,1438,1320,1407,1300,16,8,36,37
26,59,11,2850,1434,1416,1407,1397,13,9,20,24
26,59,12,3374,1703,1671,1673,1641,11,7,11,19
26,59,13,3625,1755,1870,1720,1842,20,9,18,16
26,59,14,3059,1584,1475,1565,1460,10,2,31,19
26,59,15,2314,1045,1269,1041,1241,1,12,11,12
26,59,16,1732,875,857,864,844,6,6,2,3
26,59,17,1092,497,595,492,591,2,2,3,0
26,59,18,1005,333,672,329,666,2,2,6,12
26,61,0,35684,19291,16393,18241,15708,320,218,382,257
26,61,1,1889,974,915,926,880,24,19,33,29
26,61,2,1935,1026,909,990,881,17,16,24,18
26,61,3,2126,1096,1030,1065,988,13,11,27,19
26,61,4,3540,2135,1405,1998,1343,24,35,39,29
26,61,5,5348,3533,1815,3153,1681,122,56,102,39
26,61,6,1995,1093,902,997,845,24,17,31,29
26,61,7,1627,887,740,824,686,16,11,28,21
26,61,8,1720,870,850,824,809,14,8,22,17
26,61,9,1610,811,799,770,766,14,9,15,11
26,61,10,1629,838,791,806,755,9,6,12,12
26,61,11,1697,880,817,855,785,5,7,13,9
26,61,12,2075,1032,1043,995,997,11,2,10,6
26,61,13,2102,1075,1027,1049,1006,11,9,6,5
26,61,14,2040,1047,993,1028,966,6,4,4,6
26,61,15,1619,813,806,798,789,7,5,11,2
26,61,16,1131,536,595,526,585,1,1,1,0
26,61,17,773,342,431,338,427,2,1,1,1
26,61,18,828,303,525,299,519,0,1,3,4
26,63,0,30981,15357,15624,15102,15330,156,156,422,384
